id,image_url,principalOrFirstMaker,title,longTitle,width,height
en-SK-A-3597,http://lh3.googleusercontent.com/cT6DtLqIcuU23IrnOvPoiMdc-CHZR9gXUwPW5KhKrBaKrOgrIuxI_DgUuroTTM1FQQj0F3tRpmQWUFg865wq_1jCTDQ=s0,Isaac Israels,Donkey Rides on the Beach,Donkey Rides on the Beach;; Isaac Israels;; c. 1890 - c. 1901,2500,1786
en-SK-A-4954,http://lh3.googleusercontent.com/nQNU6Vqc3Je4uCQXjBNGMR8-ewZJAaRsfjCmqCSwrV0fTPSBxIMNChi8EBMs9LklRbSgqedjS7ocBrDUGNx7qp3xnw=s0,Isaac Israels,Portrait of a Wounded KNIL Soldier,Portrait of a Wounded KNIL Soldier;; Isaac Israels;; 1882,1521,2500
en-SK-C-983,http://lh3.googleusercontent.com/Uy65pxt7CGKK-yYEhc_4uXQMJkztfp4fMQ4oWgjeJwIuhooW_UhbOc0QM3-Pgx5a_URR5v22bRq2NfrJK4kkdxha2w=s0,Isaac Israels,The Lady Drummer,The Lady Drummer;; Isaac Israels;; c. 1890 - c. 1910,1614,2500
en-SK-A-2912,http://lh5.ggpht.com/_sFj4clItLqUmNmN0dwowYn9JBkx2_pS_aYauQnXmTHGroyW_tfzq8YxhYkFZKrmbG-U4EHopSe9rlfYwu_BA-zsZuA=s0,Isaac Israels,De schaakspelers,De schaakspelers;; Isaac Israels;; 1875 - 1922,2500,1707
en-SK-A-3667,http://lh3.ggpht.com/teys5e7oIFOwcyXVwU9uOe0EffB3Rx7iShNJvkz1h2THGSQiT5t54T2Cs2nDhlLBj-8N6DIieLFOpgxO2Qgb22LuEbE=s0,Isaac Israels,Modistenatelier,Modistenatelier;; Isaac Israels;; 1875 - 1919,1916,2604
en-RP-T-1969-177,http://lh3.googleusercontent.com/r51hjOV44EmPZre3qaMwgTLWbiMYI-OaSI5Sl7MD20gtXysDUUPnbH_clomtt9Wy3vLGzZ6UQaNTvltF457t7_g1Cz0=s0,Isaac Israels,Moeder met kind,Moeder met kind;; Isaac Israels;; 1875 - 1934,1841,2500
en-RP-T-1948-170(R),http://lh5.ggpht.com/xCM9D8ov6hIhkQTQMa_QoZjKK2TuucQm1LJ9pZNSgS4n4nSI_dUTN0bGldMAqk1uSxjSTMUzUQ3ZpO-mm0C_uMtVtxw=s0,Isaac Israels,Donkere vrouw met haar zoon bij het circus,Donkere vrouw met haar zoon bij het circus;; Isaac Israels;; c. 1900,2500,1997
en-RP-T-1948-168(R),http://lh5.ggpht.com/F7vET3GS2c0tbrKwbYhM3OFSYbEdPDKPBuSdiWFdEvXePzkWyn5kCi_gCC9WqXvppdHMJ2xHifN4YQf37GKssDRo2ks=s0,Isaac Israels,Interieur van een grote schuur,Interieur van een grote schuur;; Isaac Israels;; c. 1888,2500,1783
en-RP-T-1945-16,http://lh4.ggpht.com/Xm8gQSv6arT7Ngu__7RwwqA89DXcwpKo15qp2bO67mHasotFQTlKiS9yF_yiCxSOhijjVfuFjHaTvSo92JMoT7mhx7I=s0,Isaac Israels,Toeschouwers op het balkon van de schouwburg,Toeschouwers op het balkon van de schouwburg;; Isaac Israels;; 1875 - 1934,2500,2139
en-RP-P-1940-137,http://lh4.ggpht.com/LjhYb9y7eee-IvnCALaG1C1Obygbe493xSjJX7J8ZW7yXvvpDP0nqgvrLIxX63MSjjo38lYh3RHvMzdPitgiTLhe4h73=s0,Isaac Israels,Guitaarspeler,Guitaarspeler;; Isaac Israels;; 1875 - 1934,1934,2500
en-RP-P-1940-132,http://lh4.ggpht.com/N8LV6MYAlgfGE0xNQ1PP3XOFSZdZNIE_1toYncAPZ1G_ROPj4cU4FmNSImlAFALiIXMhD_h5ikqA3PgOwtZw9fpQceY=s0,Isaac Israels,Concert met guitaarspeler,Concert met guitaarspeler;; Isaac Israels;; 1875 - 1934,2500,1956
en-RP-T-1935-137,http://lh3.googleusercontent.com/syGCgNZ06Mg1XipHhxppKK5Ik28xbiMaPos9rTWaIzYlbZdQEoUe-Ar-Q5b2er9Yc9x_lrEjAhw47dVF4ZfOJ8VrW_Db=s0,Isaac Israels,Schetsboek LVI met 26 bladen,Schetsboek LVI met 26 bladen;; Isaac Israels;; 1875 - 1934,2500,1800
en-RP-T-1935-149,http://lh3.googleusercontent.com/d9zEzSljOVTnFDM1i1XnmCY4XJMppzfj35FCSGPKVnMiHCzcb6MwCgxN5c8rNZFmjofR19obbwIV4ytSPQhNkoPWfyM=s0,Isaac Israels,Schetsboek LXVIII met 11 bladen,Schetsboek LXVIII met 11 bladen;; Isaac Israels;; 1875 - 1934,1695,2500
en-RP-T-1935-151,http://lh3.googleusercontent.com/RHyPV6FxtdIJvtawH6FqDdiDtYtXL_-LoBkTWVewyISfpUEapCyK5z3tOZ0wm-bu05uisJOdltHdr9BBA4sO8ZD9m4X0=s0,Isaac Israels,Schetsboek LXX met 17 bladen,Schetsboek LXX met 17 bladen;; Isaac Israels;; c. 1886 - 1934,2500,1734
en-RP-T-1935-144,http://lh3.googleusercontent.com/cSdS-GMj94IdypYtK6uF8tc-zCjZ-RWz8bQ7hwHk3Bv24a9T_yutsG80vFZcJG7d8FV7Kx_wAxuU3MC1B4vilWsYaNs=s0,Isaac Israels,Schetsboek LXIII met 23 bladen,Schetsboek LXIII met 23 bladen;; Isaac Israels;; c. 1886 - 1934,1817,2500
en-RP-T-1935-86,http://lh3.googleusercontent.com/uBvxiNWvMahxxKsNoE-lqq8i3gAlvzM68E2Z5BBDtzW8uB89nH6yPOn-WfYzlofbSRp9ckQGSEAf0E5E6iipRlNp8A=s0,Isaac Israels,Schetsboek V met 33 bladen met artiesten,Schetsboek V met 33 bladen met artiesten;; Isaac Israels;; 1875 - 1934,2500,1891
en-RP-T-1935-132,http://lh3.googleusercontent.com/c_-QmW1iE7106BsMOvpYdo5qExte0nOgTwDQ5Lje2vLWcegtBX9bbVOBUWFYBxiMQIC1tbqdVhRboLzJKPaXSO-BFTo=s0,Isaac Israels,Schetsboek LI met 11 bladen,Schetsboek LI met 11 bladen;; Isaac Israels;; 1875 - 1934,2500,1644
en-RP-T-1935-118,http://lh3.googleusercontent.com/owbQ6KYTEyvxZUTKxikVVlE54A4WYyA7aza_xPP2I53qck25e0iXkfetVroZEDO1B3cB4cNeHWfIjyXmy41jzHtMzEfz=s0,Isaac Israels,Schetsboek XXXVII met 52 pagina's,Schetsboek XXXVII met 52 pagina's;; Isaac Israels;; 1886 - 1903,1777,2500
en-RP-T-1935-113,http://lh3.googleusercontent.com/kUwD6Q6LVfBYTzyM_0PIWa9e-JnmEBimYUbgMC8m5GdfLMPPdFHaXRJaHtwQoxOrtnoxrshS3m10fhedb2qahMbo-mc=s0,Isaac Israels,Schetsboek XXXII met 92 pagina's,Schetsboek XXXII met 92 pagina's;; Isaac Israels;; c. 1886 - c. 1903,2064,2500
en-RP-T-1935-120,http://lh3.googleusercontent.com/RidG-fY9_vlvK4EvsdKW-ShL-cn5GefoUwelzk5VgAksVHVugTqZz254FJqpDrAN4YshIYLhVNtLyA7PLCIueKvdclc=s0,Isaac Israels,Schetsboek XXXIX met 51 pagina's,Schetsboek XXXIX met 51 pagina's;; Isaac Israels;; 1887 - 1934,1673,2500
en-RP-T-1935-125,http://lh3.googleusercontent.com/mYjUwBR4PAc9qoqsletTtbOCoraZfBaWUvaeRJez0O07QFXNsuR4_-1mLaVT9On6cMucVhwHQ-ANa2WnfuKPDWjiVCg=s0,Isaac Israels,Schetsboek XLIV met 43 pagina's,Schetsboek XLIV met 43 pagina's;; Isaac Israels;; 1875 - 1934,1802,2500
en-RP-T-1935-101,http://lh3.googleusercontent.com/X7lFXp3U9gTBDF2Hkjly7tqpdRyVRfVeQgJdo0rGBwFfdA5sZhpo3eiK801rGV7y9tT-ZpwSVSNpQoh1K6D3cBGzuw=s0,Isaac Israels,Schetsboek XX met 26 bladen,Schetsboek XX met 26 bladen;; Isaac Israels;; 1875 - 1934,2500,1907
en-RP-T-1935-93,http://lh3.googleusercontent.com/HO1pBJsE68Vps9gFE4rpps1z8Me4PM3eSI-mI9dGrHTV29BxYJIb0ztzgf00QU4q1qWZjoibgE-zUOcf0qnUFN4qoUA=s0,Isaac Israels,Schetsboek XII met 19 bladen,Schetsboek XII met 19 bladen;; Isaac Israels;; 1875 - 1934,2500,1811
en-RP-T-1935-106,http://lh3.googleusercontent.com/Q7BWM7RR8bxbKuiYvgH9FzPyKNNCleZk3mgEF9228H0gDDw8Nv75PkAyiafcCDu7WOWGeNQOoC8zBQjsHLwjDaQBpA=s0,Isaac Israels,Schetsboek XXV met 23 bladen,Schetsboek XXV met 23 bladen;; Isaac Israels;; c. 1915 - 1934,2500,1790
en-RP-T-1935-84-35(R),http://lh3.googleusercontent.com/5KjgQNQcdxumeyo2rLymFveKbiw86yqteaNQU7idLL8LEt9EmMEQni_wEqgJmNSu0YZwsZy_1B8VkNPyAP5X1jgRANM=s0,Isaac Israels,Zittend vrouwelijk naakt,Zittend vrouwelijk naakt;; Isaac Israels;; c. 1915 - 1934,2500,1831
en-RP-T-1935-85-9(R),http://lh3.googleusercontent.com/odS39vtwtVlWF1TUOckkaaW3HpeQdgoHlTKVrBIY-WiKLcl7MYAOwYIFucQgCfMug1PFdYd9WQqKwLQJxwthmlWP6oo=s0,Isaac Israels,Vrouwelijk naakt;; leunend op een arm,Vrouwelijk naakt;; leunend op een arm;; Isaac Israels;; 1875 - 1934,2500,1842
en-RP-T-1935-85-20(V),http://lh3.googleusercontent.com/iVbs-RKVtYOhF-_sGN9iaSkM3znq6zjVnCn7HYoblO2Deatvio4Yo91fh9ByQsBFp47OFVfivujgODxZ_mvQz0IEWrrp=s0,Isaac Israels,Liggend vrouwelijk naakt,Liggend vrouwelijk naakt;; Isaac Israels;; 1875 - 1934,2500,1857
en-RP-T-1935-85-21(R),http://lh3.googleusercontent.com/OLuGyhfmw9oO_Pm5f5aQVQJZstpDSP_zNjHazUCtOCzxrZc1J5R933YXabq2wsd1E8TXw_rxTWEu-ukpweNomFU_qR0=s0,Isaac Israels,Staand vrouwelijk naakt,Staand vrouwelijk naakt;; Isaac Israels;; 1875 - 1934,2500,1842
en-RP-T-1935-85-25(V),http://lh3.googleusercontent.com/Hi0-wSU9x-t1inqJUKSQ2W0FPYwNb0tDLmmXfqvt_BNzL7OJWvxXZ-UVMjOpugXfoljGmeZ5mtSHZveVDgbnbZOI7A=s0,Isaac Israels,Liggend vrouwelijk naakt,Liggend vrouwelijk naakt;; Isaac Israels;; 1875 - 1934,2500,1844
en-RP-T-1935-85-26(R),http://lh3.googleusercontent.com/9q4NXnan98pM_vfsrXzHTgBX6hwPXaDinnsHv5wB5QmQ47FavXA8ImmCA1anIEQpUefmrJLDc6NDGmJscx0bvL8bnYU=s0,Isaac Israels,Liggend vrouwelijk naakt,Liggend vrouwelijk naakt;; Isaac Israels;; 1875 - 1934,2500,1842
en-RP-T-1935-86-9(V),http://lh3.googleusercontent.com/lbi2BEVO9J39bZNcMTDjdA2PxcSxGlSt51xLIaVYGFRbnLXBTgN8fLsssu4551WOceCF3Ebw9BJ4-brcRs1snuqEafw=s0,Isaac Israels,Kozakkenkoor,Kozakkenkoor;; Isaac Israels;; 1875 - 1934,2500,1814
en-RP-T-1935-86-24(V),http://lh3.googleusercontent.com/3SAv2GZPN079cVeubNnWYBGu9uh7jBe3noQua3uEVpfmny93f9sobgj1qP6kyQkOIec9WAr4woY9sYUrW5tYkETLcg=s0,Isaac Israels,Voorstelling van een pianist,Voorstelling van een pianist;; Isaac Israels;; 1875 - 1934,2500,1798
en-RP-T-1935-87-1(R),http://lh3.googleusercontent.com/GwL18sdKZDfuamwgWBHcwWym5-BkrI0weaQgkLNTP6-jIoYcNI18tLe5NS816cpRNtYHS_QH4UtYiRYMva-gHiQH3w=s0,Isaac Israels,Vrouwenhoofd met hoed,Vrouwenhoofd met hoed;; Isaac Israels;; c. 1915 - 1934,2500,1760
en-RP-T-1935-87-6(R),http://lh3.googleusercontent.com/hhqxwAujMOkrm3o2tDZ2jT0DIuGVTjom-DT7XxnRSr98zrNaCL3EuacS5EVMFyJ3VdC2_5B4h7NQV511Ro3TT23nbxtQ=s0,Isaac Israels,Man met baard en baret,Man met baard en baret;; Isaac Israels;; c. 1915 - 1934,2500,1774
en-RP-T-1935-87-18(R),http://lh3.googleusercontent.com/Vvb9cR4nNCQq6-ycKI004dyEayLtdJag3uWh-xUnTnIVHYP3_sPuF5Ndso1YirrnOj7oBAXe2xIXzbna-OOUGP12TA=s0,Isaac Israels,Figuur met hoed;; in profiel,Figuur met hoed;; in profiel;; Isaac Israels;; c. 1915 - 1934,2500,1790
en-RP-T-1935-87-20(R),http://lh3.googleusercontent.com/TbMoAYv6i364eTcx4jLni3i27-L6phZAcWe1Wn9PvLu0YOvzi1LmDARWtco2XlAdy4MqwsFQXUy5XWKI_rxFcsHKxg=s0,Isaac Israels,Twee ruiters;; mogelijk huzaren,Twee ruiters;; mogelijk huzaren;; Isaac Israels;; c. 1915 - 1934,2500,1788
en-RP-T-1935-87-24(V),http://lh3.googleusercontent.com/wEhPHfX0N7cSa5ZiMuvmYAz_FcjWFmCve8pUKx1gGudVjNC0WsTpGXzPMdFzeG8E8YM08IR_ARtMKS8UdYs7ZSiv-AcG=s0,Isaac Israels,Paard,Paard;; Isaac Israels;; c. 1915 - 1934,2500,1787
en-RP-T-1935-100-13(V),http://lh3.googleusercontent.com/ipTxjfP8G0xHQzVZA4G3aknljhtCfbDAEMbaxj4D5zOiBPLF1tnqBAzg4UefInCnGVw_br-9k_fdJfzKQhktAPuIvys=s0,Isaac Israels,Studieblad met staande vrouwen;; mogelijk danseressen,Studieblad met staande vrouwen;; mogelijk danseressen;; Isaac Israels;; 1921 - 1922,2035,2500
en-RP-T-1935-100-14(R),http://lh3.googleusercontent.com/inJSVe0lvnMms-qwR42HBs3TST9zePQ2zWnPW81r-x1OdZQGxF36baoBkpAZT1TwhTvDmiRsgBxX3d00cW5CwkIhquA=s0,Isaac Israels,Danseres voor een groep toeschouwers,Danseres voor een groep toeschouwers;; Isaac Israels;; 1921 - 1922,2020,2500
en-RP-T-1935-100-18(V),http://lh3.googleusercontent.com/YngH2hcBnc_cFfPuLlVZdmNaCbRBAbqgJPJPcGuwzLH_sye5VDJPiZUqweMTI94LF-Ll_xmNyYt4H1ndrVmdSN2New=s0,Isaac Israels,Danseres voor een groep toeschouwers,Danseres voor een groep toeschouwers;; Isaac Israels;; 1921 - 1922,2039,2500
en-RP-T-1935-100-20(V),http://lh3.googleusercontent.com/BUPXlGzJ-ddh9lg9HkU7C69uVjKp6Q0eg8EfmzfKnPaJN7uIVjODcpmx9CdS7yGPYlg7OmXW5A7tO_6s8ODlomunKOY=s0,Isaac Israels,Toeschouwers bij danseressen en een gamelanorkest,Toeschouwers bij danseressen en een gamelanorkest;; Isaac Israels;; 1921 - 1922,2500,1641
en-RP-T-1935-82-1(R),http://lh3.googleusercontent.com/Y2LQP3s8HDyDqonO8sO7ZsiTHFLt8NTzMVgftg21iZS_0UeGeDwnSePvoDivQk4xqNJfRu4sJrBGRVJJZ4N30DKK9yA=s0,Isaac Israels,Gitaarspeler met hoed,Gitaarspeler met hoed;; Isaac Israels;; c. 1930 - 1934,2500,1751
en-RP-T-1935-83-2(R),http://lh3.googleusercontent.com/fFbJ53VXfxeoZut5SfkOhfNiY9F_kDFupPLJMMbsnpF6-vwLlEa4NLWVoDUBn6KiUPfQigWP6334UTXprvYwZaYOdz5V=s0,Isaac Israels,Caf op een kade;; mogelijk te Voorburg,Caf op een kade;; mogelijk te Voorburg;; Isaac Israels;; 1875 - 1934,2500,1792
en-RP-T-1935-83-7(R),http://lh3.googleusercontent.com/pe39yUDNqBeryKyE26Kb0Rz6qjZtlINGSFfJ9jsa2bPDR25gkHifMq-oUo_mBv15oMa5zp4MelnAqrPvdRjO4MQ9uIw=s0,Isaac Israels,Theatervoorstelling,Theatervoorstelling;; Isaac Israels;; 1875 - 1934,2500,1788
en-RP-T-1935-83-10(V),http://lh3.googleusercontent.com/zitZ8wUDMgCgReTbK83R8ZLM-e1S-8X-3iwp6vqrg1AiwsQk-XAKCro7xiyHunlEBHUeMVZgcBQnXFGhiYI93gSoqh0=s0,Isaac Israels,Liggende vrouw met gesloten ogen,Liggende vrouw met gesloten ogen;; Isaac Israels;; 1875 - 1934,2500,1789
en-RP-T-1935-83-15(V),http://lh3.googleusercontent.com/xjJPAL3K2my4E6bXjBJN_cwb1gijkP_wODz0wJ6bH91IM-qyB7AJBKks0yTSOtG2Yr0bv8rv-MjzZchSCUBr746HQ6mb=s0,Isaac Israels,Liggend vrouwelijk naakt,Liggend vrouwelijk naakt;; Isaac Israels;; 1875 - 1934,2500,1788
en-RP-T-1935-83-16(R),http://lh3.googleusercontent.com/vOF9SombdK7bvllbzzykok_HiZVvYIlyTkG8bIZT8E8wsuABImzOm65r8HSfxyWb2-div51NCViegu2RD73Q3TAQ0Q=s0,Isaac Israels,Liggend vrouwelijk naakt met gesloten ogen,Liggend vrouwelijk naakt met gesloten ogen;; Isaac Israels;; 1875 - 1934,2500,1795
en-RP-T-1935-83-23(R),http://lh3.googleusercontent.com/wLNhORNerB8j3H7VB47ostBSEw9nDQwYPbromrHlespmGRnNPOUinSNi6-K4nkmSkZfpMTC6bpo_X2VCKNropd5RiJaS=s0,Isaac Israels,Liggend vrouwelijk naakt,Liggend vrouwelijk naakt;; Isaac Israels;; 1875 - 1934,2500,1786
en-RP-T-1935-84-2(V),http://lh3.googleusercontent.com/krmxaUClL504PLSr2Z5of1SVIRnMcM15lBFqxE3-kt3srvbzUa-MeHRjrBY-i3P1eM6qcKrPTyajPeR0u7wEfNlpA34=s0,Isaac Israels,Portret van een onbekende man,Portret van een onbekende man;; Isaac Israels;; c. 1915 - 1934,2500,1827
en-RP-T-1935-84-3(R),http://lh3.googleusercontent.com/wD0I5i3dNTz2qPT-wQ-X5FMxM2VDALv8t7XXpDIYceE-CLEvke-wS9efowh_5nhUfIpd7Y2sEhaZT4VRRV3NrHPty78=s0,Isaac Israels,Revuedanseres,Revuedanseres;; Isaac Israels;; c. 1915 - 1934,2500,1823
en-RP-T-1935-84-7(V),http://lh3.googleusercontent.com/HPTMXa9Vc7izUUxBTaKY3CIpjqgjb4ZEMTkprJeJpt5FbqjBCRtAx-Yt-Mccaki7H1RWS2XwHeOJtwbKyISuDsYa-kc=s0,Isaac Israels,Liggend vrouwelijk naakt,Liggend vrouwelijk naakt;; Isaac Israels;; c. 1915 - 1934,2500,1821
en-RP-T-1935-84-16(R),http://lh3.googleusercontent.com/DxK3thIBgZHC44JBxzSG-b0ea6ghoOPXBSHIDp1Sy6zW-zob5CCxL1z4n9tCQNxZn0k9Ho-4NUWYvkMFx0ZkWAU1nQ=s0,Isaac Israels,Vrouw met hoofdtooi onder aan een trap,Vrouw met hoofdtooi onder aan een trap;; Isaac Israels;; c. 1915 - 1934,2500,1826
en-RP-T-1935-84-27(V),http://lh3.googleusercontent.com/9NGMrMDfo0esWVxtp0G3Vz91HAYz_EA7sDyEfscCRyWkzFCXVWVVTnbTHsOKtjLVKfl7tKeu0RbcUv9P_AboS1o2ZSbl=s0,Isaac Israels,Studieblad met drie vrouwen,Studieblad met drie vrouwen;; Isaac Israels;; c. 1915 - 1934,2500,1844
en-RP-T-1935-84-28(R),http://lh3.googleusercontent.com/ilaYMDBBEmSf1L3duPQmA819gOyYPUHTOAynXdKWUKZKTnVZgQ2518ZspQeTi5gKmvPBrS17hMYt4xBMgmtAz63WRlM=s0,Isaac Israels,Twee vrouwen aan een kaptafel in een kleedkamer,Twee vrouwen aan een kaptafel in een kleedkamer;; Isaac Israels;; c. 1915 - 1934,2500,1834
en-RP-T-1935-85-A,http://lh3.googleusercontent.com/FTDyQ9K5nsmDfVWQwVKIuYcjHzLtwWdS1iOnITWq3WmPh6IyC_6LJeLUQfm31M5dagY-nuC2XVMqjMqo0RHtnERcIA=s0,Isaac Israels,Annotatie,Annotatie;; Isaac Israels;; 1875 - 1934,2500,1843
en-RP-T-1935-85-3(V),http://lh3.googleusercontent.com/Wj69F1MBmigEKBcS1jMkkV2SCrxiXZgB8Xe9SSPuzweCGF0RVHf-sCCMUBES178-ueIZIWJvRs6Unkiggq5PccpQTQ=s0,Isaac Israels,Slapende vrouw,Slapende vrouw;; Isaac Israels;; 1875 - 1934,2500,1848
en-RP-T-1935-85-4(R),http://lh3.googleusercontent.com/KphPvIg6zYTLORv-OmqtPuFstWPkgb9AafPC0btdOUMac6BHFTV12Bpspb7ECKFM_fi-PxTcNzC-t5ys5I1IySliE0U=s0,Isaac Israels,Vrouw met een hand onder haar kin,Vrouw met een hand onder haar kin;; Isaac Israels;; 1875 - 1934,2500,1844
en-RP-T-1935-89-8(R),http://lh3.googleusercontent.com/j1ZUD87m16liPInaWR9Ko9cTedhxcg3ft1hMLI6GHm1QKpX-WvpMdsrjdI8gaFAFYby0k1flaDADdRfbyoXYFj2qCd4=s0,Isaac Israels,Zittende man,Zittende man;; Isaac Israels;; c. 1892 - c. 1900,2500,1778
en-RP-T-1935-89-10(R),http://lh3.googleusercontent.com/2el3cpest0w_6DDCLzuD35X0N-fQACH-bp0Lh0U3BQIfVHCYOtqfs8srJGVUTUlDQfQtnsZcNe0LSEpLc-9PpMkfVTSk=s0,Isaac Israels,Hoofd,Hoofd;; Isaac Israels;; c. 1892 - c. 1900,2500,1777
en-RP-T-1935-90-3(V),http://lh3.googleusercontent.com/nxle2U1r-cEjoOvfB6jnAh4v0y2NFlVDpnCnL0y2ghNgBgz40uCWE_ep3ObzqG6wbsCxqIneGas-j2OpCSd7b8-M6g=s0,Isaac Israels,Abklatsch van de krijttekening op blad 4 recto,Abklatsch van de krijttekening op blad 4 recto;; Isaac Israels;; 1875 - 1934,2482,2500
en-RP-T-1935-90-4(R),http://lh3.googleusercontent.com/IybVU4xDrTl-ofu0LRiwIIFLVzxc4Uiint4ayTslpRsSWAQMBTkKrh5N0keybeWLTY0bZ9grZKDFzlaIQ6fpBze4OHU=s0,Isaac Israels,Zittend vrouwelijk naakt,Zittend vrouwelijk naakt;; Isaac Israels;; 1875 - 1934,2500,2468
en-RP-T-1935-90-9(R),http://lh3.googleusercontent.com/6o9-a3aLlcv9wXOpmQ6TGF37yLtSdtMhNrKO3BMnN37ddTCV0x4Cr5Y2X0a__7IC1-HNffP1iqu5UEj3Kw-lfniqEVM=s0,Isaac Israels,Man,Man;; Isaac Israels;; 1875 - 1934,2499,2500
en-RP-T-1935-90-17(V),http://lh3.googleusercontent.com/2dWpaBPY_FVXHK63tfDGks_8xs6a63CUWlqxatJE1eOIuHPULT57Aco4TiABZjDVowi8J9Y1isIVaHNapw20T6CexOJ8=s0,Isaac Israels,Staande man,Staande man;; Isaac Israels;; 1875 - 1934,2496,2500
en-RP-T-1935-90-20(R),http://lh3.googleusercontent.com/i0c0IagjMumo_ZibgjC7iYyJBAWZMliMjo-HerS4nP_KM9vdRyC67u2qRaNT-P7TPmLAkjmwD55SlC0uKvrGBPXh3Ik=s0,Isaac Israels,Zittend vrouwelijk naakt,Zittend vrouwelijk naakt;; Isaac Israels;; 1875 - 1934,2500,2474
en-RP-T-1935-90-24(V),http://lh3.googleusercontent.com/hTv_PN4UUWIv5ewdHwSRmHsw2jwYbWt8KbdzTd2xq_OuyBkewrVYugnxwTsFnWDZiF5vs20O7heS_PMNl36CgcxNoWA=s0,Isaac Israels,Drie staande vrouwelijke naakten,Drie staande vrouwelijke naakten;; Isaac Israels;; 1875 - 1934,2500,2488
en-RP-T-1935-90-25(R),http://lh3.googleusercontent.com/e3B0OUYCG2gwkouWqIANbLLlFTEu7Kr5RQxHt52fvjv5M7YKZ-VkTLmuZXelkGjgaQNpoQVYp_7i8O97Bfisegy7mQ=s0,Isaac Israels,Zittende man,Zittende man;; Isaac Israels;; 1875 - 1934,2500,2481
en-RP-T-1935-86-4(V),http://lh3.googleusercontent.com/q5mwrcDKorzLqOA_MQctiMPySsaNTz0rdLHnpX5eeETfs9YlPPVtd_dTYydqihvOS3p63TESdPv24LzY0daLxJAZxg=s0,Isaac Israels,Acrobaten,Acrobaten;; Isaac Israels;; 1875 - 1934,2500,932
en-RP-T-1935-86-17(V),http://lh3.googleusercontent.com/m-a6Rvm4CM563ck6MjmV_7vXyKbQFm64TTb0lwkg4lB0_5rxtOLxtWZh1uNFdBuO1TWv0MXABEYlJ6EI7e2luoBQtwc=s0,Isaac Israels,Twee acrobaten op een fiets,Twee acrobaten op een fiets;; Isaac Israels;; 1875 - 1934,2500,1828
en-RP-T-1935-86-25(R),http://lh3.googleusercontent.com/j9G_3g8T0iktAvMlXp6vzS5xmodCxxlzX_d7SsCSDT-pBMyas37uF3orqI9y0AkyPOz44-XTXqozyAMVniaJ181bduKF=s0,Isaac Israels,Drie mannen met accordeons op het toneel,Drie mannen met accordeons op het toneel;; Isaac Israels;; 1875 - 1934,2500,1809
en-RP-T-1935-86-29(V),http://lh3.googleusercontent.com/BvqV-wyPpj8RijkrlRmrUsobX8xH2N-akN8gOJ2stwf2FGuwjaWUjzZ8vq6-oFWRWEs1rtuH0ICNzLCq7bDOuBw0nQ0=s0,Isaac Israels,Acrobaat,Acrobaat;; Isaac Israels;; 1875 - 1934,2500,1802
en-RP-T-1935-86-31(V),http://lh3.googleusercontent.com/oBassrPkOHD49pX7OhRCD6UXynv8aELw5D6Ao5gxxjAXBSikq8Nj1a8kkD7CcZDUY8Qc6pEkhJQes322pYHKuuRAdQ=s0,Isaac Israels,Liggende vrouw;; lezend,Liggende vrouw;; lezend;; Isaac Israels;; 1875 - 1934,2500,1795
en-RP-T-1935-87-12(V),http://lh3.googleusercontent.com/2jH2vDFaw754X2M2molT6OWgqjzDkn3l7j444ikFionMZRoyLw8ZDgYBu8IYFo-Xnv-MV7EQeyiaolbcZKgQaIg2qDo=s0,Isaac Israels,Mannen op een rij;; mogelijk muzikanten,Mannen op een rij;; mogelijk muzikanten;; Isaac Israels;; c. 1915 - 1934,2500,1796
en-RP-T-1935-87-13(R),http://lh3.googleusercontent.com/vLqlABOi4KNpLRjkULdcjVYrHS1EDmiC3_QrNq3UXVGnuitN2vNKtzZ-OPT6dTzvQ68Rx-Cx3DAv9V7QvwgHxRUMzhqf=s0,Isaac Israels,Mannenhoofd met snor,Mannenhoofd met snor;; Isaac Israels;; c. 1915 - 1934,2500,1793
en-RP-T-1935-87-17(V),http://lh3.googleusercontent.com/uMUUVKs5M6b5QtbkpEsz831EjigfkZQWNpHCYcuwnqj7hI-igxiNqZV458cDo9pOVT0h-jY0E_zTMRKHyRlZ8HQYaQ=s0,Isaac Israels,Hoofd van een man en vrouw;; in profiel,Hoofd van een man en vrouw;; in profiel;; Isaac Israels;; c. 1915 - 1934,2500,1790
en-RP-T-1935-87-29(V),http://lh3.googleusercontent.com/NcwfxecPFmbrVfDzgL4aDZRFOuJ8yPh8QENeJzkIYCfeO35bNqznih8O-k9WqSsGzlGmQnCwf_E0WvoioFj0dmiIYyA=s0,Isaac Israels,Portret van een onbekende vrouw met oorbellen,Portret van een onbekende vrouw met oorbellen;; Isaac Israels;; c. 1915 - 1934,2500,1798
en-RP-T-1935-88-2(R),http://lh3.googleusercontent.com/b4KGsm8ZuylApi6mbsoUGpLo4bVvGr_YLSVEQ4r2bo-TCcetb6bD6MOtZKFUvBUlgTYRDm29LEKwEea_6CRKjOmm7w=s0,Isaac Israels,Studieblad met twee hoofden,Studieblad met twee hoofden;; Isaac Israels;; 1875 - 1934,2500,1882
