id,image_url,principalOrFirstMaker,title,longTitle,width,height
en-RP-T-1935-89-2(V),http://lh3.googleusercontent.com/zVOkKY9Kc8c7JJQP-GfbLNhUjWdmA6O3MINNUYHB_XnxinsxIt5QCJ5vmtf-2DZRFtL2ZJ6LZtaigqhrkEjXMQqus8g=s0,Isaac Israels,Gezicht op de Gasthuismolensteeg te Amsterdam;; gezien vanuit Herengracht 232,Gezicht op de Gasthuismolensteeg te Amsterdam;; gezien vanuit Herengracht 232;; Isaac Israels;; c. 1892 - c. 1900,2500,1790
en-RP-T-1935-89-3(R),http://lh3.googleusercontent.com/Su32HCVLC3fvayd3MS5Xe0ejxuQPziA3GqsAoIgpMIYTdolDA2U4Z-NXfLGy485Y5XuulC132QJoQgUVj8Yz4WCEAOw=s0,Isaac Israels,Twee staande figuren,Twee staande figuren;; Isaac Israels;; c. 1892 - c. 1900,2500,1773
en-RP-T-1935-89-7(V),http://lh3.googleusercontent.com/j9-1zxV2W8Ng2LHsCMcqnsSq8gTG3u4OC7Lab2warJkWjUJwnbS4T3uyqmOamqRnQLT0u3Ir7vy-_lOwa9iqgV8qZ_E=s0,Isaac Israels,Staand meisje met hoed,Staand meisje met hoed;; Isaac Israels;; c. 1892 - c. 1900,2500,1780
en-RP-T-1935-90-8(V),http://lh3.googleusercontent.com/uxBy2uJ_uCc2uDVee9aJp7I17Y2cen9bnatD1AfZE_lhSA0AMO80uZD6lCr2ySC3yNy8wHkBE2qy9DPMnMfWWVxMskIX=s0,Isaac Israels,Mannenhoofd;; in profiel,Mannenhoofd;; in profiel;; Isaac Israels;; 1875 - 1934,2500,2494
en-RP-T-1935-90-12(V),http://lh3.googleusercontent.com/Wx3X_DAjwY1rabcvj0sZXkwb0C8CQKroR-620JCfvBZenb5VNsEDzo0vicHCwtttmsfyua0cCGFxbSrKOxsuxh_bvVP7=s0,Isaac Israels,Zittende vrouw,Zittende vrouw;; Isaac Israels;; 1875 - 1934,2500,2481
en-RP-T-1935-90-13(R),http://lh3.googleusercontent.com/IzU6cnDk8j-gx0Vy1PlKKbBifkSIevsDnxMCzkhlw3gP9zSASrM8rC2FKOUOUosWFrnsLjw5DkvD9OXFweZp4qMJku_L=s0,Isaac Israels,Zittende vrouw,Zittende vrouw;; Isaac Israels;; 1875 - 1934,2490,2500
en-RP-T-1935-90-18(R),http://lh3.googleusercontent.com/FE4juxpyhan2WQ5rIMLAIBUP59KvnUu02BlQ8vrlWGBFgM9yg0Xi2XwvtbIsGoiItRwmY67yhKLxfD6Q1ME5bTg18Q=s0,Isaac Israels,Abklatsch van de krijttekening op blad 17 verso,Abklatsch van de krijttekening op blad 17 verso;; Isaac Israels;; 1875 - 1934,2500,2497
en-RP-T-1935-84-10(V),http://lh3.googleusercontent.com/WJtjKWDHLUTBeFEIwUV1nf44iDrusdsofYZ0j8cjo5rW62MNXr9IHzGeAPX1jRKmQsr6k5yIGfithawxtu1Bvs9MV6U=s0,Isaac Israels,Staande vrouw in een lange jurk;; mogelijk een danseres,Staande vrouw in een lange jurk;; mogelijk een danseres;; Isaac Israels;; c. 1915 - 1934,2500,1833
en-RP-T-1935-84-11(R),http://lh3.googleusercontent.com/jcaWFFnCkcXyWWv7gh96KKwS2cBVY5jsATRmudwXob3pj3F49WKIGrdIFQ3mCgTfvGXLWzbEj2YwaOWXHwMP4HRd4ipa=s0,Isaac Israels,Zittend vrouwelijk naakt,Zittend vrouwelijk naakt;; Isaac Israels;; c. 1915 - 1934,2500,1809
en-RP-T-1935-84-34(V),http://lh3.googleusercontent.com/aZwGQf1DdJaqdNbavUb0y4zYgRwwzWxxBXMOi3tHVeDTiX00UF2-y4HmbQfayHY7d2UFW8cGav_-21auKXyHSeA54Q=s0,Isaac Israels,Zittende vrouw voor een spiegel,Zittende vrouw voor een spiegel;; Isaac Israels;; c. 1915 - 1934,2500,1824
en-RP-T-1935-85-8(V),http://lh3.googleusercontent.com/B75PqIkcAemo1sUGiSFVj71sxfg2-t4KTbxPCeyiZcHvlZxmEsF9Lqc4qrGF9NuIPbG5HvWIfCVgnrXxIip-LoFTKGE=s0,Isaac Israels,Liggend vrouwelijk naakt,Liggend vrouwelijk naakt;; Isaac Israels;; 1875 - 1934,2500,1848
en-RP-T-1935-85-13(V),http://lh3.googleusercontent.com/HFbWfiaIbAO1EXGh5vlrVDgmp115yeJCS_2jsKHNd_YjG-wX36PIU8mg5j8jB-7KHGKw9efeY6VgVRb-UJToLyTg2w=s0,Isaac Israels,Twee vrouwen;; in profiel,Twee vrouwen;; in profiel;; Isaac Israels;; 1875 - 1934,2500,1851
en-RP-T-1935-85-19(R),http://lh3.googleusercontent.com/aRtkISBoosseqwvS_xcss2Itef3oUsR8A2D-V4H1FmYa3bKWa1vxp7e5DV01BqvomwTg1EUD3xxDa0B1fCsx9N3xRQ4=s0,Isaac Israels,Zittend vrouwelijk naakt met halsketting,Zittend vrouwelijk naakt met halsketting;; Isaac Israels;; 1875 - 1934,2500,1854
en-RP-T-1935-103-15(V),http://lh3.googleusercontent.com/_QgOttSEgIvxJZkpibeOY-OT4PeoNhTzmTuZQaYSYBYHbh6dtjL4DSzPvXHJT91ixSJFqZdBlnQMXm3PLpgUTc2pbzBu=s0,Isaac Israels,Vrouw;; naar beneden kijkend,Vrouw;; naar beneden kijkend;; Isaac Israels;; 1875 - 1934,2500,1869
en-RP-T-1935-103-16(R),http://lh3.googleusercontent.com/2kZcLZOSs29Af9Krn-Gy8UuAud4lrxCpSI_ZiZD64EwPzAlM93dyKdZzDvWt77R7ghba_tp1u2roaqlfgfAzHlEZbw=s0,Isaac Israels,Abklatsch van de krijttekening op blad 15 verso,Abklatsch van de krijttekening op blad 15 verso;; Isaac Israels;; 1875 - 1934,2500,1865
en-RP-T-1935-103-22(V),http://lh3.googleusercontent.com/ggF93d6BftYZaXrr3oj5vnZ6TQqNrycz3ovPOZcWXH_i3iRpvX3bIwLva04QCe-HxgWfatlatcn6oLHIQctexbfQyhYJ=s0,Isaac Israels,Zittende figuren;; mogelijk aan een tafel,Zittende figuren;; mogelijk aan een tafel;; Isaac Israels;; 1875 - 1934,2500,1872
en-RP-T-1935-103-23(R),http://lh3.googleusercontent.com/JkMEzpuGzlu2qyNZU3rMf-cvV7AOqCwaF4y8dnILnjLkReb8o5VZRZbQFgWFpTxMrHhwtPikSCIXs820y2Ya904AezI=s0,Isaac Israels,Abklatsch van de krijttekening op blad 22 verso,Abklatsch van de krijttekening op blad 22 verso;; Isaac Israels;; 1875 - 1934,2500,1867
en-RP-T-1935-103-27(V),http://lh3.googleusercontent.com/Wln6BjS6L8hK270plOwT73fb5BBVygjz6ufikflhmmmXnN4za6Z-ipRY_PpPa3eW4ltMojLntY6RohfqoUaOuJkLwOI=s0,Isaac Israels,Vrouwenhoofd,Vrouwenhoofd;; Isaac Israels;; 1875 - 1934,2500,1869
en-RP-T-1935-103-28(R),http://lh3.googleusercontent.com/22E1uGIbJvaO_iLusdgurFzHVQcVUxG227ce8LCfkZuhz0C1i-d43Mg5eNGr_cyl32ooeLnowxxfNdJWc80XjXeEIQ=s0,Isaac Israels,Man bij een ezel,Man bij een ezel;; Isaac Israels;; 1875 - 1934,2500,1866
en-RP-T-1935-103-30(R),http://lh3.googleusercontent.com/G9b2GUDpSiZkPWKRzAG7jGBfnY6iTP75zcSfzwEyWKBuI04skpXiDvwQ6oSzvJSQ3LntLpAmkPYHvYI5vCG-YE83UbY=s0,Isaac Israels,Staande vrouw;; op de rug gezien,Staande vrouw;; op de rug gezien;; Isaac Israels;; 1875 - 1934,2500,1874
en-RP-T-1935-104-2(V),http://lh3.googleusercontent.com/ZLeRUyvhNta4mlANFtl4wlDBx__ILSvx4GyYgatY9kgnOMj9rcRCu7OIT8_qMojeV9LIIh7MUfWjoDEvvFqcz_SYL28=s0,Isaac Israels,Vrouwelijk naakt met een arm boven haar hoofd,Vrouwelijk naakt met een arm boven haar hoofd;; Isaac Israels;; 1875 - 1934,2500,1901
en-RP-T-1935-104-3(R),http://lh3.googleusercontent.com/-eZ05kWYjvJgE3gtzY19cwD3bQTK1gzL6MbnniGhn0HhlOiOkHVZfaqN-VzbtjbRIbyvs8AAj0bWCK_YkwX86iqm95M=s0,Isaac Israels,Studieblad met zittende vrouwen,Studieblad met zittende vrouwen;; Isaac Israels;; 1875 - 1934,2500,1894
en-RP-T-1935-104-7(V),http://lh3.googleusercontent.com/LYF_LMIOokfsE7JX7UPnBnX0uYOqq3ZAws3uPPcis6Qx_npWVmscuHXAZtnhS5H-1tNgwJCTEzfNazqkW7keUUF09rk=s0,Isaac Israels,Twee studies van een zittende vrouw,Twee studies van een zittende vrouw;; Isaac Israels;; 1875 - 1934,2500,1889
en-RP-T-1899-A-4293,http://lh3.googleusercontent.com/0pQ3shUTo2F_V-079rS26E0NXEDIlQeuQN0o7quNO9IVvAX2QyG086HCMO_EhvEhvCK9TcOFOf_aAxYMLd_IIQ2chsZt=s0,Jan Luyken,Mozes en Aron roepen plagen af over de Egyptenaren,Mozes en Aron roepen plagen af over de Egyptenaren;; Jan Luyken;; 1659 - 1712,2500,1934
en-RP-T-1894-A-2819,http://lh3.googleusercontent.com/AAeHo37hYm1kc8wuOfQBx7BM-Oe2YBPwVu59yTU6HR9Ejd8oaUU7w7dkVXTqw_NR1K7xGuNTnW01exYe8n0fC87BE0g=s0,Jan Luyken,Cambyses doodt Apis,Cambyses doodt Apis;; Jan Luyken;; 1659 - 1712,2500,1929
en-RP-T-1903-A-4773,http://lh6.ggpht.com/n7QTG5i_9N-zqy_UL5v-OjlqqCKHz9BWTFbqWugtTwqUJ55N4wYrddD3-3iu07y1XqROGoIp4zbuxhtrCQulVXWQcrpY=s0,Jan Luyken,De zondvloed,De zondvloed;; Jan Luyken;; 1710 - 1712,1631,2802
en-RP-T-1921-189,http://lh5.ggpht.com/_9jZFb5-7TU-ev-tZS5fVZmpPErQi1YQy_MzJwl4Ey3StaL90cYh42E988s33TbW4E3ZCiztdctpL2D3sQzaqC8nxaO7=s0,Jan Luyken,Jojakim verbrandt een boekrol,Jojakim verbrandt een boekrol;; Jan Luyken;; 1710 - 1712,2436,1769
en-RP-T-1903-A-4780,http://lh5.ggpht.com/h6TO5L6I4MwquWdKYcgpn8yNEAPKZkIETyhGnUewSf3sz9Wpo_vQsK4gB9tAlOc6DMhcwOILv9n5jtpwsoBFSwWOQHU3=s0,Jan Luyken,Joachim Carpitzo laat zijn vrouw onthoofden,Joachim Carpitzo laat zijn vrouw onthoofden;; Jan Luyken;; 1697 - 1699,1960,2520
en-RP-T-1885-A-487,http://lh4.ggpht.com/Y_H5olYgrg8TtiTZlfcOirj5ihUc-WSMCMJIRYCB0hsi5Ss2r-Y98ZXrrwxU5f3uv041-HtmvElfmyzCOPfCD6gKg2w=s0,Jan Luyken,Kreupele bedelaar,Kreupele bedelaar;; Jan Luyken;; 1660 - 1712,2523,2736
en-RP-T-00-737,http://lh5.ggpht.com/MIpS3jqmJRgOS5qzBXbVgeKU8oQ_AHhdrwrQH-vHoaHrBe9cltmslk7dViB_mN_CxtQlM_ijzMTQxWI8-ceQwrS6CQ=s0,Jan Luyken,Staande bedelaar,Staande bedelaar;; Jan Luyken (possibly);; 1660 - 1712,2231,2610
en-RP-T-1894-A-2821,http://lh6.ggpht.com/aJlYbI3JNA4CvHtlzkzfUl1ZNrZkIqBqKyHsJ1SXkt3ZgaQdCI15yd3frS1HD5qxTWLzu-QCpOsaGgjQDCvnd3l3Zp4=s0,Jan Luyken,Straatgezicht met zware wind en regen,Straatgezicht met zware wind en regen;; Jan Luyken;; 1698 - 1700,2695,2304
en-RP-T-1883-A-203,http://lh3.ggpht.com/14PSGDFpybm5Y8x62CAFRiesCGaDYQwX7sBjXM-YHGgLDbVDjP_XGOogjHp3N_wPYYHqiaA9EApHn3SU-RzMNtzADfY=s0,Jan Luyken,Satan als vogelvanger met de wereld als lokaas,Satan als vogelvanger met de wereld als lokaas;; Jan Luyken;; 1697 - 1699,2884,2532
en-RP-T-1956-173,http://lh4.ggpht.com/D0ybeG4gfWpNSBUjY7o7zQNNm7asgY6GYFu95JNFRr0IUn_7hK5vScu_308yGVWbIxD-BYRsugF06hsPwWeoYcAIYww=s0,Jan Luyken,De hemelpoort,De hemelpoort;; Jan Luyken;; 1708 - 1710,2624,2334
en-RP-T-1880-A-97,http://lh5.ggpht.com/qzmpg3WdAaVnHF4U_0HWAnQh1zozXf45orzcC-gETwrbu8wdjF0OnEqhLclq3Kx2YgkBi0v-JuPUEa0lYyMFh8FMxw=s0,Jan Luyken,Het Pascha,Het Pascha;; Jan Luyken;; 1660 - 1712,1570,2460
en-RP-T-1989-183,http://lh3.ggpht.com/iShFlsWjL8Djnvt7rwqMDn3aGEmH9hdR9kdjMSLovBqaZRFFaLaFgBjuCUuyR0n4I8jnnbV0pCIDEjygMlDdv20nVj4N=s0,Jan Luyken,Ontwerp voor titelpagina Het Leerzaam Huisraad,Ontwerp voor titelpagina Het Leerzaam Huisraad;; Jan Luyken;; 1709 - 1711,1804,2724
en-RP-P-OB-44.375,http://lh3.ggpht.com/4f0nfEedCH8bn2yWNi9Tx1h8pUNCQxHkfKkpRkfykSv110mDZhHnbAmhEONyCEe97UCKJAh5QTzksLbV982V1tBN_w=s0,Jan Luyken,Willem III op de troon en de ceremonie met de koninklijke kampvechter;; 1689,Willem III op de troon en de ceremonie met de koninklijke kampvechter;; 1689;; Jan Luyken;; 1689,2500,2074
en-RP-P-1896-A-19368-773,http://lh4.ggpht.com/lxNN6eldEcWaTPWyiyjb7azUSBouUBF8ZcK3wC_-Tk_BDM5ClV9kj6ZO0jDlvUYf-RWq2qKE8Y2K3BCyYWMEuIEAc6WP=s0,Jan Luyken,Gezicht op Athene,Gezicht op Athene;; Jan Luyken;; 1689,2500,1928
en-RP-P-1896-A-19368-785,http://lh5.ggpht.com/9eyExarYAkEhS9zd2GeuKOVQegmkcB-CHg8XUiOzwVxRs8K3dhxLUQL57md66oM_yvzoG7gn0Cyulo-Ogq5-2ouBF2EG=s0,Jan Luyken,Karavaan vindt onderweg een zieke Arabier,Karavaan vindt onderweg een zieke Arabier;; Jan Luyken;; 1689,1428,2500
en-RP-P-1896-A-19368-800,http://lh3.googleusercontent.com/NzW60k6PIpWabckYwDQ3KupNq-smVwejYXy_EWNU-vvWG-rgBbwNg65nQO_EV2w5unP3oEFbh9_NWSYizSmxU1b4ALA=s0,Jan Luyken,Grafmonument te Ahmadabad;; India,Grafmonument te Ahmadabad;; India;; Jan Luyken;; 1689,1746,3000
en-RP-P-1896-A-19368-805,http://lh3.googleusercontent.com/ZBjefAxzAe47EMDDrxaFT2NsvwKwNZpeanIlFbDGGLfnjwN3Wj6Kxc9sAotl1nwD0NOhq8a0QBt9CGBDTpsVssBzGPE=s0,Jan Luyken,Koning van Delhi op zijn geboortedag in een weegschaal gewogen,Koning van Delhi op zijn geboortedag in een weegschaal gewogen;; Jan Luyken;; 1689,1678,3000
en-RP-P-1896-A-19368-817,http://lh3.ggpht.com/b3-Y2bz7GthmQld1IJ-qoIDkvW5GlhRAkEH7L5xas2QkownwkSiDBlyfNxlgGvYri_sPJnnL8BS_nhhery0jLkNRAAU=s0,Jan Luyken,Christus geneest de zieken en de opwekking van Lazarus,Christus geneest de zieken en de opwekking van Lazarus;; Jan Luyken;; 1690,1591,2500
en-RP-P-1896-A-19368-824,http://lh3.ggpht.com/nFMV452zjyKOxHZHEniGWevB2rZan9B9qVR9yoyQpGP60Vf_rDYnbkoSId8dhQiKdDu-sMLnTB7qa-AugXN7TO3YGA=s0,Jan Luyken,Koning Ptolemaeus XII huwelijkt zijn dochter Cleopatra uit aan Alexander Theopater;; koning van Judea,Koning Ptolemaeus XII huwelijkt zijn dochter Cleopatra uit aan Alexander Theopater;; koning van Judea;; Jan Luyken;; 1690,1582,2500
en-RP-P-1896-A-19368-829,http://lh3.ggpht.com/ktPg6Z62TIAVJQiKfNmKhUHMf0sMKWnhkQLql-IunSQFkajEwBd5_ggd6J1dewZ1sNgdgIUd-vomdkCdYukWZOPD5QQ=s0,Jan Luyken,Beulen brengen veroordeelden buiten de stadsmuur op verschillende manieren ter dood,Beulen brengen veroordeelden buiten de stadsmuur op verschillende manieren ter dood;; Jan Luyken;; 1690,2500,1948
en-RP-P-1896-A-19368-831,http://lh4.ggpht.com/HpxkrSfPvb2F28Ar3uNrGms_R3CrU3O09Wrg1njATVQC7pmbL3JY1mXcKCnOOATOdmnyMw49X8FZncNIrVrpVQzCDZtJ=s0,Jan Luyken,Kruisiging van veroordeelden buiten de stadsmuur,Kruisiging van veroordeelden buiten de stadsmuur;; Jan Luyken;; 1690,2500,1969
en-RP-P-1896-A-19368-836,http://lh5.ggpht.com/fHYU_mX3ulQRfrjWtNuZxAxQiJX2O3lmtrlA34F8cFCtdsSc7uGD2AlkDXDqqckpIZ-oiX4fF4xjp6ymW-wK6Uu3Qg=s0,Jan Luyken,Tweede verdieping van de ark van Noach,Tweede verdieping van de ark van Noach;; Jan Luyken;; 1690,2500,1353
en-RP-P-1896-A-19368-843,http://lh4.ggpht.com/LbyJ9hfqIU2o5xP5Qoh0acxwtR1Amh3agMBNOVP_CPMqaeJ-F6m1ixJE3Tq7JWzfgCzNavp4K-dm3UrN_BAmq_ARbvI=s0,Jan Luyken,Romeinse wedrennen,Romeinse wedrennen;; Jan Luyken;; 1690,2500,1500
en-RP-P-OB-44.394,http://lh3.googleusercontent.com/S2f21exJrk1uTJglCWUlFwf7x7SgT4TdV_Q-JB-4R4r5ZTl6iMelcoB-iJp1A7e5M44QpLAhpO-EePgpGPaW7hwf9g=s0,Jan Luyken,Plattegrond van Heidelberg,Plattegrond van Heidelberg;; Jan Luyken;; 1693,3000,2475
en-RP-P-OB-44.399,http://lh3.googleusercontent.com/3QkeyIbPAXLsQLY8jiQTrMZOs80Z5gNkHAQjGUDUY--0AwceaW4NH0XdfLdmLQPMIasZqmnaegZrCY-ReXnYo8BIpMA=s0,Jan Luyken,Mercurius steunend tegen een steen,Mercurius steunend tegen een steen;; Jan Luyken;; 1695,2374,3000
en-RP-P-OB-44.402,http://lh5.ggpht.com/uTtqn57oBUdgCjqaxdNc8rc4eGugzagDojJ-uvjSAV2MtHWlQPbgsnOnsgiDtxJ0vzn0KhXJRK9tX5TbKEM0tARN4QU=s0,Jan Luyken,Mercurius overhandigt Scheepvaart een opgerolde kaart,Mercurius overhandigt Scheepvaart een opgerolde kaart;; Jan Luyken;; 1698,2028,2500
en-RP-P-1896-A-19368-172,http://lh6.ggpht.com/HPhYaeM860_nzegYohu6nHXjFchibLytayIOuX96mcibsJepZOlftY5SHT0KPGAQ8Z10J_hgyEUsLW8VAU-WurmGmQ=s0,Jan Luyken,Bruiloft te Kana,Bruiloft te Kana;; Jan Luyken;; 1681,1488,2500
en-RP-P-OB-44.091,http://lh4.ggpht.com/j30BNToEXuJpk7ZqtSZ6H0Uoki1YUvD_VHHIfvjb7vM0lqS8sprwq4S7j7rsR5ETor0E7Qx8fj25K-od3X_XwHLv_10=s0,Jan Luyken,Terugkeer van de verloren zoon,Terugkeer van de verloren zoon;; Jan Luyken;; 1727 - 1729,1461,2500
en-RP-P-OB-44.185,http://lh4.ggpht.com/giLVKi-YmeXXlrziqgX6OAPNuxe-w1WwhGfN7oGVNNSnTCbqoYSsKcOPsJCLiTQftuYvYqP9kPOra8UM-Y_rukLsTsc=s0,Jan Luyken,Vijf pelgrims voor een poort,Vijf pelgrims voor een poort;; Jan Luyken;; 1683,1431,2500
en-RP-P-OB-44.192,http://lh4.ggpht.com/OxLZ6GzIN0bA5uG1wHSp_V04KA5C9b8prLTxB7XG-XRcHRjs5ulF1Ypx3kyr3rdONeyU3FU5Sni1PnxFQC9nqmFPk6Wz=s0,Jan Luyken,Pelgrim van zijn opperkleed beroofd,Pelgrim van zijn opperkleed beroofd;; Jan Luyken;; 1683,1464,2500
en-RP-P-1896-A-19368-406,http://lh3.ggpht.com/VVF1ZDWYD_RUS6LbwLKYliU_u9jdB55AzrwSP9RKeg0CyXSKhqmWrnpfX7bNYknknPSNPX-Au5432rm-_VVxiCdf-w=s0,Jan Luyken,Ridder met het wapenschild van Jeruzalem,Ridder met het wapenschild van Jeruzalem;; Jan Luyken;; 1683,1938,2500
en-RP-P-1896-A-19368-413,http://lh5.ggpht.com/hQWi8U__J7MA0tQe5OD2mbCySTElLVUbahtHwnSdphU94Ybq2JFl2Ra7JccQ9huDLheogvNTx2JWDmmSNx35LA-x6sFw=s0,Jan Luyken,Verovering van Jeruzalem,Verovering van Jeruzalem;; Jan Luyken;; 1683,2500,1432
en-RP-P-OB-44.200,http://lh6.ggpht.com/uOAjRN2_cHTe4cXTPt8d0_co78fzq4mCdF4YpKt1awE-Is6AXa8tN_-AWYggP8fVgnYNFR_BFqgs6eJCGLQwV8G-FLA=s0,Jan Luyken,Joodse besnijdenis,Joodse besnijdenis;; Jan Luyken;; 1683,2500,2240
en-RP-P-1896-A-19368-432,http://lh6.ggpht.com/Gzd4zEg-8_6HurpMSW48mYJBHZ1dLyymGuc8IkjtNIRYCatx5NfrBaIIadVKg1xcW3lER03jrAk0MGP2o2dJAwJS1Y8=s0,Jan Luyken,Vijf voorstellingen met betrekking tot paddestoelen,Vijf voorstellingen met betrekking tot paddestoelen;; Jan Luyken;; 1684,1538,2500
en-RP-P-OB-44.205,http://lh5.ggpht.com/tR88JpBgU37_5Z_JZahb2-soVE2EvaezTsFjquK0DpL91dW4BL2Z_iGTb-soIzcdyEa2z-S1cHJgtGOG52Nspdwl38s=s0,Jan Luyken,Christen vindt Simpel;; Luiaard en Vermetel slapend,Christen vindt Simpel;; Luiaard en Vermetel slapend;; Jan Luyken;; 1687,1428,2500
en-RP-P-1896-A-19368-444,http://lh6.ggpht.com/JtcrKsj_CXJTDcN9R6FBbfxFbKlt7sPcZnled72uNmo4Nz5vSyZg0qwKISHk7xx92ijUha_vwUgIv7uQkfbOvJcCOUo=s0,Jan Luyken,Prosessie van verloste christenslaven,Prosessie van verloste christenslaven;; Jan Luyken;; 1684,2500,1608
en-RP-P-1896-A-19368-451,http://lh3.ggpht.com/AYajAlucKaxjIS9NvvGZ33FR02byG4w8iCL9PRGATnl9vFIcu_OKcCDRSYGGuotdBl4TquxywYM_m1nnILkwEkgaV0E=s0,Jan Luyken,Barbarijse galeien,Barbarijse galeien;; Jan Luyken;; 1684,2500,1412
en-RP-P-1896-A-19368-456,http://lh5.ggpht.com/jylRGa24rnRy-WpO9WKWiE_XYs1YVJGlA_r-EwXHFCPrr7xsCq0iruW8tBzW-MqHbBw8AHrbVk70ihEYupTbSzNI_w=s0,Jan Luyken,Christenslaven graven een tunnel om uit de gevangenis te kunnen ontsnappen,Christenslaven graven een tunnel om uit de gevangenis te kunnen ontsnappen;; Jan Luyken;; 1684,1879,2500
en-RP-P-1896-A-19368-463,http://lh6.ggpht.com/11M2RSN5wMVTZSZ8nmcJooPKozF7_GpPJ5bZf5CwNOHGo8fg9UVM19oENaopN26k9FM7koFYJcAM4OuRni2pC1J0mpdY=s0,Jan Luyken,Opstanding van Christus,Opstanding van Christus;; Jan Luyken;; 1684,1635,2500
en-RP-P-1896-A-19368-468,http://lh3.ggpht.com/kSF8JI_TJOdu11qnJV6A0Gn6lJU0Cvpx38RaJv7Lt2sOGKFIskTXcYd3x2A317SCFhEtLGYndqwnJjS07RI5gsDqNcvX=s0,Jan Luyken,Jacht op een ijsbeer / ijsbeer valt man aan,Jacht op een ijsbeer / ijsbeer valt man aan;; Jan Luyken;; 1684,2500,1679
en-RP-P-1896-A-19368-470,http://lh5.ggpht.com/H9Kr886HYA_fidYHlFnj45cDUBMmfixMvkwqXjZpnmdyITYx1jIpD_ycsyUxAgWF-5Zhen00Gd6amUxxPFWwJXwn-HjY=s0,Jan Luyken,Feestmaal van Belsassar,Feestmaal van Belsassar;; Jan Luyken;; 1684,2500,1576
en-RP-P-1896-A-19368-475,http://lh6.ggpht.com/5Tw9U7YXxi1LH8C7DdmeuuCr0hjHj-dwZDpvJ4mli-LLBL45E_EYFB6n5MRBs_CHxc3865D0CN-UfwKdJabjvjdcFo0=s0,Jan Luyken,Libische Sibille,Libische Sibille;; Jan Luyken;; 1684,1897,2500
en-RP-P-1896-A-19368-482,http://lh3.ggpht.com/edvI9UgPmXSJW56MeOCQPZKXaTA-quZEG57rqQSyRUbjTHPnv3h5dZBYeSyJbuxtLuYMFFVa2JoRvkKrHff30q2pQEw=s0,Jan Luyken,Frygische Sibille,Frygische Sibille;; Jan Luyken;; 1684,1933,2500
en-RP-P-OB-44.212,http://lh4.ggpht.com/VFVkQtnbwfZuj9W_oZv3gNvthEFY93gQbn-8wB0r8i9BdPah09w7LXydC1cxIExa4RjDfmNCZCnImhHhFVUaChhHUTI=s0,Jan Luyken,Steniging van Stefanus,Steniging van Stefanus;; Jan Luyken;; 1685,2500,1974
en-RP-P-OB-44.231,http://lh6.ggpht.com/C0RddEwnEjG_BYByBZY1C2Pjg0t0h8yceoRog662peghQVbEM8gurc-2m5YyzqgDuo9vRt5lgQvLmdAnnYJxdl8Hnss9=s0,Jan Luyken,Phocas in een kalkoven geworpen,Phocas in een kalkoven geworpen;; Jan Luyken;; 1685,2996,2430
en-RP-P-OB-44.236,http://lh6.ggpht.com/1p5tCe7a0i36cbN0NaR75PZQq2le07M5L34FO9TfVoAbhWV2vq66SbtXpLabC9jshg9SIdRrtIrYI9bxR2meElAY_X4=s0,Jan Luyken,Verbranden van een kerk door keizer Maximinus,Verbranden van een kerk door keizer Maximinus;; Jan Luyken;; 1685,2500,1985
en-RP-P-OB-44.243,http://lh4.ggpht.com/EzH_W7v7qrJ3Gb4hM84O0HSYpO7-NETmdteCL4RQCPRSuhXpfkwpQsJYEuFPg2lvYJ247nYoDIroJJsVkOcO_gBKcgW1=s0,Jan Luyken,Eulalia van Mrida schopt een heidens altaar om,Eulalia van Mrida schopt een heidens altaar om;; Jan Luyken;; 1685,2500,1982
en-RP-P-OB-44.274,http://lh6.ggpht.com/LEzvCRoeP8PEfkvp5OnRZnk-Ss-6O4MZop4H2cym3i9A-IB5Wh4hZ19gleTxzYdcKnwbPVI4pdyLSb7kX2lCGVGITQU=s0,Jan Luyken,Verbrande lijken van David en Levina te Gent;; 1554,Verbrande lijken van David en Levina te Gent;; 1554;; Jan Luyken;; 1685,2500,2033
en-RP-P-OB-44.279,http://lh6.ggpht.com/lRv76DyDET_Bh5-E7T8SF7sugHsiDWSoPzc0rjs2jEkxgzaTp0-gYrVvLFu1EwHyFeXYyiMqkrdoPYVNKXAHA4Tcf6g=s0,Jan Luyken,Joris Wippe te Dordrecht in een vat verdronken;; 1558,Joris Wippe te Dordrecht in een vat verdronken;; 1558;; Jan Luyken;; 1685,2500,2042
en-RP-P-OB-44.281,http://lh3.ggpht.com/R2lpAvGwOIYJtCQThYG8eTcrk2uyi-_FBEPyORwJKEa2n53RhfFkocHIJba76soFzkVM5vlV0ZIUrPWAueMB5LTh-9FL=s0,Jan Luyken,Jacques d'Auchy neemt in de gevangenis te Leeuwarden afscheid van zijn vrouw;; 1558,Jacques d'Auchy neemt in de gevangenis te Leeuwarden afscheid van zijn vrouw;; 1558;; Jan Luyken;; 1685,2500,1988
en-RP-P-OB-44.301,http://lh5.ggpht.com/fB5ZkERYOz4b86Dl6oKsBhdEw5J009xEBVW9AxTTS-7WV6IpnY7b7EVDqdR_otdzll_omAe3ao4ar1Lzux135fDjNg=s0,Jan Luyken,Geleyn Cornelisz. te Breda in de gevangenis gepijnigd;; 1572,Geleyn Cornelisz. te Breda in de gevangenis gepijnigd;; 1572;; Jan Luyken;; 1685,2500,2094
